text,is_Error
Nice 🙂👍,0
oo,1
Hhh.,1
Entemone level kalii moodeshhh🔥🔥,1
Too good to be real,0
Amazing,0
Best ever football mobile game.,0
I love this soccer game please dont take long with the game,1
Best game,0
Best ever football game I played.. thank you konami for making PES..,1
Footballers fans the best game ever played,1
This is supper geam in would,1
Pes is boring no new events fifa has more events and and pes should improve,1
Op,0
"This game is good in graphic, control and more.",0
Now the game is going down because of the oppositions you face during online matches they either lag or null your game as result after defeating them 💔😪😪,0
😍😍,0
Bal er para game bokachoda.. Sala Ekta Iconic dilo nah.. Betichod.. Khali posia khichbe.. Arr poisa na dile Kichu dibe nah.. Randi r pola... Sala gudmarani.. Bessar jhat,1
Best game ever,0
Bugging ugh,0
Offline doesn't work like it used to. You need internet for everything like upgrades etc. It saddens me I will have to Uninstall it,0
awesome,0
Nice,0
You're allowed the first two races in career mode. Can't get further without $$$$$ Spent more time downloading the game than we are able play it,1
"Expenses in the game increase quite bit as you progress. Unfortunately, the earnings from winning do not increase at all so you can never really hope to keep up with upgrades without paying. Plus, you have to collect ""profit"" upgrade cards for some upgrades and then pay again. If they were to fix the problem and make winnings worth much more than the current amount. This game would be greatly improved.",1
Worse game. You can't play if you don't have bundles. Mxm,1
Fails to install at 75%,0
Just. Love this. Game. 😍😍😍😍. But. Pls. Give. Us. Some. More. Credits,0
Please add BUGGATI SANTODISIE but any ways this game is best,1
"Came back after a year or 2 without seeing it. Damn you became a greedy jerk man, big changes since I last saw, mainly being pay to win now. No max upgrades? Then have my 1 star & then some. Really need to tune online 🖕. Hope this game goes downhill",0
Wow,0
Waste of time could only do 2 races then had a 2 day timer for ad to get a car to do any other races uninstalling it now,1
Graphics are 👌,0
#super &faster car game,1
Really great,0
Best game ever,0
"Awesome,interesting and entertaining",1
5 stars for graphics and gameplay but push the game more towards the online mode,0
It's mind blowing,1
"This game is awesome,but one thing,everytime it says that i must upgrade my car online and sometimes i am offline",1
The graphics are amazing it looks like Need for Speed but 10 times better !I really like this game and I want it to succes!,1
i don't like France,1
Gg,1
A very good game if you play need for speed you will board,0
Asphalt 8,0
The greatest game 🎮 🙌 ever!!!,0
It's GB is my problem,1
Nice👍👏😊👍👍👏👍👍👏👍👏👍👏😊😊😊 game🎮,1
Beat game,0
This game is so amaizing in multiplayer i will multiplayer in my sister in this game,1
Very good game,0
Excellent,0
I juss wanna to modify the bodykit,1
Love,0
Nice game,0
"The best car race ever, I love it",0
"I've rated dis before 5Stars now it's only 2 cause there's a Malfunction in the Game where ur account will revert back sometime and your money would be Negative. Your game is trash now and I'm not gonna Lie about it, I've worked hard on my account for years and it reverted to 2015 Data of my account. It deleted my account today that I have more cars and a lot of money and gems. It reverted to 2015 of data and the money is on a negative sum of it.",1
Very good,0
Aman sharma,1
Good,0
Wow,0
It has very good graphics and control my son likeed it very much,1
Nice game download it guys,0
Madecod game,1
Best racing game I have ever played. 😀😀,0
Good game,0
Suck game can't compete the quest on multi-player give on error please don't buy any game season because you can't compete the quest of multi player Quests don't waste your money and the game also really money sucker when you compete to play your state and get the coin only a few hundred and the car they selling is you can't buy have to pay than can get the car.,1
"Install hi nhi ho rha h, ghatiya game",1
Very nice racing game,0
Super game,0
Nostalgic. But there is one problem it is not optimized. I have a Xiaomi redmi 9 it runs games really well but asphalt 8 is the only game that runs bad I don't know why,1
Give me diamond please please please please😭😭😭😭😭😭😭😭😭😭😭🥺🥺🥺🥺🥺🥺🥺🥺❤❤❤❤,1
Koi game,1
Good game.,0
I love this game soo much,1
Game is so good and I really enjoyed the the game and experience so osme and all types of mobe and themes or car and updates and controls and lots of fun and challenges or game is so good and really good experience of playing of gameing but so larger are filled of mobe of fill only one esho of playing,1
OMG,0
I like this game,0
პანკისში რეგისტრაციიდან,0
"This game is absolutely amazing for a free game! Ok i agree its kinda p2w but this game is free ya know. The events, the races and everything is awesome! So many cars to choose from! I recommend this game to yall.",1
Not good,0
Asphalt 8 & 9 is legender..................,1
"I would love to see a new option in the next update, that is to sell cars.",0
Nice,0
"Its alright. Not enough coin for wins and cars are way to expensive for how little money u make like itll no doubt take a year to buy 1 nice car like he r32 and when u use real currency u can only buy once you cant stack little amounts they made it so if u want to use real money u have to spen like 50$ to buy 1 car like the r32 costs 790,000 when per race win u get around 200 or multiplayer 1000 and thats for wins not worth the time plus every 5 or so campain unlocks u have to buy a new car.",1
